"STATION","NAME","DATE","AWND","FMTM","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT10"
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-15","7.61",," 1035","0.00",,,,,"26","9","  260","  250","13.0","15.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-16","10.74",," 1342","0.00",,,,,"37","17","  180","  170","21.0","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-17","16.55",," 1551","0.01",,,,,"34","17","  260","  260","29.1","36.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-18","13.65",," 2135","0.00",,,,,"34","11","  300","  300","23.9","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-19","13.87",," 0027","0.00",,,,,"12","1","  290","  290","21.9","25.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-20","6.93",," 1028","0.00",,,,,"16","-4","  270","  280","15.0","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-21","12.53",," 2357","0.00",,,,,"34","6","  210","  220","29.1","35.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-22","15.88",," 0026","0.01",,,,,"33","6","  230","  220","32.0","38.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-23","10.51",," 2340","0.00",,,,,"31","5","  320","  320","23.0","29.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-24","10.74",," 0224","0.00",,,,,"11","-5","  320","  330","23.0","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-25","10.74",," 1952","0.00",,,,,"23","-5","  160","  160","19.9","25.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-26","12.75",," 1414","0.00",,,,,"39","21","  210","  210","21.9","28.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-27","7.38",," 1413","0.00",,,,,"49","13","  240","  240","15.0","18.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-28","20.13",," 1508","0.00",,,,,"44","28","  170","  170","33.1","42.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-29","25.05",," 2151","0.30",,,,,"56","7","  270","  280","47.0","59.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-30","12.53",," 0001","0.00",,,,,"19","4","  280","  260","38.9","48.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-01-31","16.33",," 1718","0.12",,,,,"24","17","   70","   60","25.9","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-01","14.32",," 0222","0.08",,,,,"28","23","   50","   50","23.9","30.0","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-02","10.07",," 0942","0.00",,,,,"35","16","  130","  130","19.9","23.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-03","10.74",," 1823","0.53",,,,,"33","10","  320","  320","31.1","36.9","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-04","11.18",," 2043","0.14",,,,,"56","33","  170","  180","23.0","28.0","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-05","13.87",," 1801","2.49",,,,,"56","34","   30","   50","31.1","42.9","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-06","18.12",," 1236","0.04",,,,,"37","27","  220","  220","36.0","44.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-07","8.95",," 0032","0.00",,,,,"32","27","  290","  290","19.9","25.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-08","13.20",," 2201","0.08",,,,,"42","30","  190","  200","25.1","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-09","15.88",," 1816","0.00",,,,,"46","22","  280","  300","30.0","38.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-10","21.25",," 0651","0.00",,,,,"23","5","  290","  310","32.0","40.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-11","10.29",," 1620","0.00",,,,,"18","4","   70","   90","18.1","23.0",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-12","12.53",," 2228","0.00",,,,,"20","15","  310","  300","21.0","25.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-14","16.78",," 1406","0.00",,,,,"39","18","  170","  200","31.1","36.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-15","10.96",," 0403","0.00",,,,,"34","17","  330","  330","21.0","25.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-16","8.50",," 1440","0.09",,,,,"41","11","  170","  160","15.0","18.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-17","22.82",," 1327","0.70",,,,,"54","32","  220","  210","38.0","48.1","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-18","21.47",," 1229","0.00",,,,,"33","10","  280","  280","33.1","40.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-19","15.88",," 0110","0.00",,,,,"22","7","  260","  280","23.9","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-20","11.41",," 0629","0.00",,,,,"23","9","  350","  350","25.1","30.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-21","12.53",," 1127","0.03",,,,,"20","7","  110","  100","19.9","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-22","9.40",," 1233","0.14",,,,,"26","19","   10","   20","16.1","19.9","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-23","3.58",," 1118","0.00",,,,,"27","6","  320","  210","8.1","8.9","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-24","5.82",," 2244","0.00",,,,,"32","5","  220","  220","14.1","16.1","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-25","11.63",," 1739","0.11",,,,,"34","31","  180","  110","18.1","21.9","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-26","17.90",," 0935","0.01",,,,,"33","21","  330","  350","31.1","40.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-27","10.51",," 1319","0.00",,,,,"25","13","  310","  300","19.9","23.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-28","7.16",," 2155","0.04",,,,,"30","7","  150","  150","18.1","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-02-29","13.65",," 1526","0.00",,,,,"40","27","  280","  270","28.0","35.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-01","8.28",," 0019","0.00",,,,,"42","29","  260","  260","15.0","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-02","16.33",," 1546","0.03",,,,,"67","33","  180","  190","23.9","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-03","17.00",," 0404","0.34",,,,,"55","27","  170","  170","28.0","35.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-04","19.01",," 1521","0.17",,,,,"29","26","   20","   20","30.0","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-05","6.26",," 1653","0.00",,,,,"36","14","  230","  170","13.0","15.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-06","8.72",," 0540","0.00",,,,,"34","26","  320","  310","19.9","23.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-07","18.34",," 1033","0.00",,,,,"32","18","   40","   40","29.1","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-08","11.18",," 0007","0.00",,,,,"27","13","  350","  350","21.9","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-09","7.61",," 1220","0.00",,,,,"44","24","  210","  220","18.1","23.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-10","7.83",," 1707","0.01",,,,,"35","23","  320","  330","18.1","21.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-11","10.51",," 1448","0.00",,,,,"46","21","  200","  200","23.0","30.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-12","9.40",," 2304","0.00",,,,,"56","27","  180","  180","19.9","25.9","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-13","8.72",," 0856","0.07",,,,,"59","32","  200","  280","18.1","23.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-14","6.04",," 0159","0.02",,,,,"58","34","  160","  160","16.1","19.9","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-15","13.42",," 1324","0.01",,,,,"43","33","   20","   20","28.0","32.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-16","10.74",," 0742","0.00",,,,,"46","27","   60","   10","17.0","21.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-17","14.76",," 1558","0.55",,,,,"40","33","  120","  120","29.1","35.1","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-18","11.41",," 2235","0.50",,,,,"56","40","  350","  360","21.9","30.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-19","14.09",," 1141","0.20",,,,,"45","32","  360","  360","25.1","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-20","5.59",," 1202","0.00",,,,,"53","28","  100","  280","8.9","12.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-21","17.22",," 1926","0.00",,,,,"63","37","  310","  310","33.1","40.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-22","11.41",," 0349","0.00",,,,,"38","26","  360","  320","23.0","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-23","6.93",," 1546","0.00",,,,,"39","26","  310","  290","16.1","19.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-24","7.61",," 2342","0.00",,,,,"44","21","  170","  180","21.0","25.1","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-25","19.01",," 1135","0.00",,,,,"57","33","  190","  210","32.0","38.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-26","5.82",," 0937","0.01",,,,,"58","31","  270","  280","14.1","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-27","16.11",," 1845","0.50",,,,,"44","35","   40","   50","30.0","36.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-28","14.76",," 0107","0.00",,,,,"46","29","   20","   10","23.9","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-29","13.65",," 1538","0.00",,,,,"50","26","  100","   80","21.9","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-30","11.86",," 1519","0.05",,,,,"57","41","  150","  160","18.1","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-03-31","21.03",," 2055","0.64",,,,,"62","55","  160","  170","38.0","48.1","    1","    1","    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-01","16.78",," 0115","0.01",,,,,"57","31","  290","  280","31.1","36.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-02","7.61",," 1434","0.00",,,,,"51","28","  110","  100","17.0","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-03","10.51",," 1604","0.05",,,,,"53","32","  100","  100","18.1","23.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-04","12.30",," 1027","0.00",,,,,"50","33","   10","  330","23.0","28.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-05","5.59",," 1548","0.00",,,,,"61","30","  110","  130","13.0","17.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-06","9.84",," 1636","0.00",,,,,"65","33","  150","  180","18.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-07","10.51",," 1442","0.00",,,,,"63","44","  270","  270","21.9","29.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-08","17.45",," 2246","0.15",,,,,"66","42","  270","  260","30.0","35.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-09","10.51",," 0031","0.00",,,,,"55","39","  280","  280","25.1","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-10","19.46",," 1252","1.22",,,,,"63","45","  120","  120","38.9","53.9","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-11","23.71",," 1236","0.00",,,,,"63","42","  230","  250","36.9","47.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-12","18.34",," 0103","0.07",,,,,"42","36","  240","  230","28.0","36.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-13","12.30",," 1120","0.01",,,,,"44","29","  360","  360","23.0","29.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-14","7.16",," 1746","0.00",,,,,"52","28","   20","   20","18.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-15","11.63",," 1359","0.00",,,,,"59","30","  180","  180","23.9","30.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-16","19.69",," 1624","0.00",,,,,"70","41","  170","  170","32.0","40.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-17","14.99",," 1648","0.00",,,,,"75","48","  170","  180","25.9","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-18","16.11",," 1130","0.12",,,,,"75","53","  170","  170","31.1","38.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-19","6.04",," 0134","0.01",,,,,"58","44","  250","  250","18.1","21.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-20","8.50",," 1343","0.00",,,,,"67","51","  260","  250","18.1","23.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-21","8.50",," 1524","0.00",,,,,"76","45","  140","  140","16.1","21.9","    1","    1",,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-22","7.38",," 0819","0.00",,,,,"79","48","  170","  170","18.1","21.9",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-23","9.17",," 0851","0.00",,,,,"81","53","   40","   40","21.0","25.1","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-24","15.66",," 1009","0.03",,,,,"78","59","  160","  130","25.1","32.0",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-25","24.16",," 1942","0.35",,,,,"84","48","  210","  200","52.1","67.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-26","12.53",," 1111","0.00",,,,,"60","41","  270","  270","25.1","33.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-27","8.50",," 0941","0.02",,,,,"57","39","  360","   10","16.1","21.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-28","14.32",," 1506","0.23",,,,,"46","35","  290","  290","33.1","40.9","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-29","6.26",," 2358","0.00",,,,,"52","33","  320","  320","17.0","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-04-30","13.87",," 1307","0.00",,,,,"70","34","  130","  150","23.0","30.0","    1",,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-01","19.01",," 1619","0.00",,,,,"74","51","  200","  190","30.0","38.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-02","21.25",," 0956","0.11",,,,,"74","52","  210","  200","38.9","49.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-03","16.11",," 0811","0.00",,,,,"57","38","  270","  260","30.0","38.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-04","6.71",," 1418","0.00",,,,,"68","35","  260","  270","16.1","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-05","10.51",," 1547","0.00",,,,,"78","44","  240","  200","21.9","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-06","11.18",," 1800","0.00",,,,,"85","50","  210","  210","23.0","31.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-07","15.21",," 1048","0.31",,,,,"71","60","  210","  210","28.0","38.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-08","16.55",," 1340","0.46",,,,,"61","49","   50","   40","23.9","33.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-09","8.50",," 1648","0.00",,,,,"63","43","   20","   10","14.1","18.1",,,,,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-10","10.74",," 2350","0.23",,,,,"69","39","  130","  120","25.1","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-11","19.91",," 0406","0.64",,,,,"56","45","  340","  200","36.9","55.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-12","6.49",," 1209","0.00",,,,,"64","38","  350","  310","12.1","16.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-13","16.11",," 1452","0.24",,,,,"70","45","  150","  150","38.0","46.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-14","10.07",," 0208","0.14",,,,,"64","51","  300","  170","17.0","23.0","    1",,"    1",,,,"    1",,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-15","11.86",," 0603","1.01",,,,,"55","47","   70","   70","21.0","25.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-16","9.40",," 1409","0.00",,,,,"69","42","  240","  260","16.1","21.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-17","15.43",," 2343","0.00",,,,,"79","52","   20","   20","36.0","46.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-18","11.18",," 0001","0.00",,,,,"66","44","   30","   30","30.0","36.9","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-19","6.26",," 1603","0.30",,,,,"60","42","   80","  100","17.0","21.0","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-20","7.83",," 1523","0.14",,,,,"63","45","  320","  320","21.0","25.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-21","7.38",," 1641","0.00",,,,,"67","43","  280","  280","15.0","21.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-22","7.16",," 2139","0.00",,,,,"73","42","   50","   60","19.9","23.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-23","12.75",," 0349","0.49",,,,,"57","48","   90","   60","21.0","25.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-24","9.84",," 0946","0.00",,,,,"71","47","  100","  110","21.0","25.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-25","10.96",," 1205","0.01",,,,,"72","52","  160","  170","38.0","47.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-26","10.96",," 0244","0.17",,,,,"80","64","  340","  330","30.0","38.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-27","14.09",," 1937","0.01",,,,,"67","47","   30","   30","23.9","30.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-28","11.41",," 0718","0.00",,,,,"70","47","   60","   70","21.9","28.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-29","7.83",," 1449","0.00",,,,,"80","48","  160","  140","13.0","17.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-30","15.88",," 1705","1.20",,,,,"88","59","  200","  280","32.0","47.0","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-05-31","12.53",," 1208","0.00",,,,,"82","63","  290","  280","25.1","31.1","    1",,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-01","5.14",," 1357","0.00",,,,,"83","59","  300","  300","15.0","18.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-02","6.71",," 1457","0.02",,,,,"88","59","  220","  230","18.1","23.9",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-03","10.96",," 2146","3.59",,,,,"81","65","  260","  270","36.0","42.9","    1","    1","    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-04","12.08",," 0135","0.86",,,,,"83","66","  240","  230","33.1","42.9","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-05","20.80",," 1414","0.00",,,,,"87","74","  200","  200","32.0","40.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-06","21.47",," 1611","0.01",,,,,"85","69","  210","  200","38.0","51.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-07","13.42",," 1402","2.14",,,,,"87","70","  190","  200","28.0","33.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-08","17.00",," 1444","0.00",,,,,"89","73","  190","  210","29.1","36.9",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-09","9.40",," 0054","0.03",,,,,"82","68","  300","  300","23.0","32.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-10","9.62",," 0136","0.14",,,,,"82","59","  330","  330","25.1","33.1","    1",,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-11","12.75",," 1056","0.00",,,,,"85","65","  160","  160","23.9","29.1",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-12","15.43",," 1646","0.00",,,,,"92","66","  170","  170","29.1","36.0",,,,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-13","9.84",," 1612","0.01",,,,,"83","66","  270","  230","25.1","30.0",,,"    1",,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-14","5.59",," 0607","0.01",,,,,"84","60","  200","  180","12.1","17.0","    1","    1",,,,,,,
"USW00094870","CHAMPAIGN URBANA WILLARD AIRPORT, IL US","2008-06-15","9.62",," 1550","0.13",,,,,"90","62","  290","  300","40.9","53.0",,,"    1",,,,"    1",,
